id,top_color,bottom_color,dress_type,pattern,skin_tone,body_type,fabric,accessories,occasion,recommended_outfit
656,beige,brown,Bodycon,geometric,medium,apple,silk,"['necklace', 'bracelet']",formal,"beige top with brown bottom, Bodycon dress with geometric pattern"
657,beige,brown,Bodycon,plain,medium,apple,silk,"['necklace', 'bracelet']",party,"beige top with brown bottom, Bodycon dress with plain pattern"
658,beige,navy,Empire,striped,medium,apple,cotton,"['necklace', 'bracelet']",evening,"beige top with navy bottom, Empire dress with striped pattern"
659,beige,navy,Empire,geometric,medium,apple,cotton,"['necklace', 'bracelet']",weekend,"beige top with navy bottom, Empire dress with geometric pattern"
660,beige,navy,Empire,plain,medium,apple,cotton,"['necklace', 'bracelet']",casual,"beige top with navy bottom, Empire dress with plain pattern"
661,beige,navy,Sheath,striped,medium,apple,linen,"['necklace', 'bracelet']",office,"beige top with navy bottom, Sheath dress with striped pattern"
662,beige,navy,Sheath,geometric,medium,apple,linen,"['necklace', 'bracelet']",formal,"beige top with navy bottom, Sheath dress with geometric pattern"
663,beige,navy,Sheath,plain,medium,apple,linen,"['necklace', 'bracelet']",party,"beige top with navy bottom, Sheath dress with plain pattern"
664,beige,navy,Bodycon,striped,medium,apple,silk,"['necklace', 'bracelet']",evening,"beige top with navy bottom, Bodycon dress with striped pattern"
665,beige,navy,Bodycon,geometric,medium,apple,silk,"['necklace', 'bracelet']",weekend,"beige top with navy bottom, Bodycon dress with geometric pattern"
666,beige,navy,Bodycon,plain,medium,apple,silk,"['necklace', 'bracelet']",casual,"beige top with navy bottom, Bodycon dress with plain pattern"
667,purple,black,Empire,striped,medium,apple,cotton,"['necklace', 'bracelet']",office,"purple top with black bottom, Empire dress with striped pattern"
668,purple,black,Empire,geometric,medium,apple,cotton,"['necklace', 'bracelet']",formal,"purple top with black bottom, Empire dress with geometric pattern"
669,purple,black,Empire,plain,medium,apple,cotton,"['necklace', 'bracelet']",party,"purple top with black bottom, Empire dress with plain pattern"
670,purple,black,Sheath,striped,medium,apple,linen,"['necklace', 'bracelet']",evening,"purple top with black bottom, Sheath dress with striped pattern"
671,purple,black,Sheath,geometric,medium,apple,linen,"['necklace', 'bracelet']",weekend,"purple top with black bottom, Sheath dress with geometric pattern"
672,purple,black,Sheath,plain,medium,apple,linen,"['necklace', 'bracelet']",casual,"purple top with black bottom, Sheath dress with plain pattern"
673,purple,black,Bodycon,striped,medium,apple,silk,"['necklace', 'bracelet']",office,"purple top with black bottom, Bodycon dress with striped pattern"
674,purple,black,Bodycon,geometric,medium,apple,silk,"['necklace', 'bracelet']",formal,"purple top with black bottom, Bodycon dress with geometric pattern"
675,purple,black,Bodycon,plain,medium,apple,silk,"['necklace', 'bracelet']",party,"purple top with black bottom, Bodycon dress with plain pattern"
676,purple,grey,Empire,striped,medium,apple,cotton,"['necklace', 'bracelet']",evening,"purple top with grey bottom, Empire dress with striped pattern"
677,purple,grey,Empire,geometric,medium,apple,cotton,"['necklace', 'bracelet']",weekend,"purple top with grey bottom, Empire dress with geometric pattern"
678,purple,grey,Empire,plain,medium,apple,cotton,"['necklace', 'bracelet']",casual,"purple top with grey bottom, Empire dress with plain pattern"
679,purple,grey,Sheath,striped,medium,apple,linen,"['necklace', 'bracelet']",office,"purple top with grey bottom, Sheath dress with striped pattern"
680,purple,grey,Sheath,geometric,medium,apple,linen,"['necklace', 'bracelet']",formal,"purple top with grey bottom, Sheath dress with geometric pattern"
681,purple,grey,Sheath,plain,medium,apple,linen,"['necklace', 'bracelet']",party,"purple top with grey bottom, Sheath dress with plain pattern"
682,purple,grey,Bodycon,striped,medium,apple,silk,"['necklace', 'bracelet']",evening,"purple top with grey bottom, Bodycon dress with striped pattern"
683,purple,grey,Bodycon,geometric,medium,apple,silk,"['necklace', 'bracelet']",weekend,"purple top with grey bottom, Bodycon dress with geometric pattern"
684,purple,grey,Bodycon,plain,medium,apple,silk,"['necklace', 'bracelet']",casual,"purple top with grey bottom, Bodycon dress with plain pattern"
685,lavender,white,Empire,striped,medium,apple,cotton,"['necklace', 'bracelet']",office,"lavender top with white bottom, Empire dress with striped pattern"
686,lavender,white,Empire,geometric,medium,apple,cotton,"['necklace', 'bracelet']",formal,"lavender top with white bottom, Empire dress with geometric pattern"
687,lavender,white,Empire,plain,medium,apple,cotton,"['necklace', 'bracelet']",party,"lavender top with white bottom, Empire dress with plain pattern"
688,lavender,white,Sheath,striped,medium,apple,linen,"['necklace', 'bracelet']",evening,"lavender top with white bottom, Sheath dress with striped pattern"
689,lavender,white,Sheath,geometric,medium,apple,linen,"['necklace', 'bracelet']",weekend,"lavender top with white bottom, Sheath dress with geometric pattern"
690,lavender,white,Sheath,plain,medium,apple,linen,"['necklace', 'bracelet']",casual,"lavender top with white bottom, Sheath dress with plain pattern"
691,lavender,white,Bodycon,striped,medium,apple,silk,"['necklace', 'bracelet']",office,"lavender top with white bottom, Bodycon dress with striped pattern"
692,lavender,white,Bodycon,geometric,medium,apple,silk,"['necklace', 'bracelet']",formal,"lavender top with white bottom, Bodycon dress with geometric pattern"
693,lavender,white,Bodycon,plain,medium,apple,silk,"['necklace', 'bracelet']",party,"lavender top with white bottom, Bodycon dress with plain pattern"
694,lavender,beige,Empire,striped,medium,apple,cotton,"['necklace', 'bracelet']",evening,"lavender top with beige bottom, Empire dress with striped pattern"
695,lavender,beige,Empire,geometric,medium,apple,cotton,"['necklace', 'bracelet']",weekend,"lavender top with beige bottom, Empire dress with geometric pattern"
696,lavender,beige,Empire,plain,medium,apple,cotton,"['necklace', 'bracelet']",casual,"lavender top with beige bottom, Empire dress with plain pattern"
697,lavender,beige,Sheath,striped,medium,apple,linen,"['necklace', 'bracelet']",office,"lavender top with beige bottom, Sheath dress with striped pattern"
698,lavender,beige,Sheath,geometric,medium,apple,linen,"['necklace', 'bracelet']",formal,"lavender top with beige bottom, Sheath dress with geometric pattern"
699,lavender,beige,Sheath,plain,medium,apple,linen,"['necklace', 'bracelet']",party,"lavender top with beige bottom, Sheath dress with plain pattern"
700,lavender,beige,Bodycon,striped,medium,apple,silk,"['necklace', 'bracelet']",evening,"lavender top with beige bottom, Bodycon dress with striped pattern"
701,lavender,beige,Bodycon,geometric,medium,apple,silk,"['necklace', 'bracelet']",weekend,"lavender top with beige bottom, Bodycon dress with geometric pattern"
702,lavender,beige,Bodycon,plain,medium,apple,silk,"['necklace', 'bracelet']",casual,"lavender top with beige bottom, Bodycon dress with plain pattern"
703,coral,white,Empire,striped,medium,apple,cotton,"['necklace', 'bracelet']",office,"coral top with white bottom, Empire dress with striped pattern"
704,coral,white,Empire,geometric,medium,apple,cotton,"['necklace', 'bracelet']",formal,"coral top with white bottom, Empire dress with geometric pattern"
705,coral,white,Empire,plain,medium,apple,cotton,"['necklace', 'bracelet']",party,"coral top with white bottom, Empire dress with plain pattern"
706,coral,white,Sheath,striped,medium,apple,linen,"['necklace', 'bracelet']",evening,"coral top with white bottom, Sheath dress with striped pattern"
707,coral,white,Sheath,geometric,medium,apple,linen,"['necklace', 'bracelet']",weekend,"coral top with white bottom, Sheath dress with geometric pattern"
708,coral,white,Sheath,plain,medium,apple,linen,"['necklace', 'bracelet']",casual,"coral top with white bottom, Sheath dress with plain pattern"
709,coral,white,Bodycon,striped,medium,apple,silk,"['necklace', 'bracelet']",office,"coral top with white bottom, Bodycon dress with striped pattern"
710,coral,white,Bodycon,geometric,medium,apple,silk,"['necklace', 'bracelet']",formal,"coral top with white bottom, Bodycon dress with geometric pattern"
711,coral,white,Bodycon,plain,medium,apple,silk,"['necklace', 'bracelet']",party,"coral top with white bottom, Bodycon dress with plain pattern"
712,coral,denim,Empire,striped,medium,apple,cotton,"['necklace', 'bracelet']",evening,"coral top with denim bottom, Empire dress with striped pattern"
713,coral,denim,Empire,geometric,medium,apple,cotton,"['necklace', 'bracelet']",weekend,"coral top with denim bottom, Empire dress with geometric pattern"
714,coral,denim,Empire,plain,medium,apple,cotton,"['necklace', 'bracelet']",casual,"coral top with denim bottom, Empire dress with plain pattern"
715,coral,denim,Sheath,striped,medium,apple,linen,"['necklace', 'bracelet']",office,"coral top with denim bottom, Sheath dress with striped pattern"
716,coral,denim,Sheath,geometric,medium,apple,linen,"['necklace', 'bracelet']",formal,"coral top with denim bottom, Sheath dress with geometric pattern"
717,coral,denim,Sheath,plain,medium,apple,linen,"['necklace', 'bracelet']",party,"coral top with denim bottom, Sheath dress with plain pattern"
718,coral,denim,Bodycon,striped,medium,apple,silk,"['necklace', 'bracelet']",evening,"coral top with denim bottom, Bodycon dress with striped pattern"
719,coral,denim,Bodycon,geometric,medium,apple,silk,"['necklace', 'bracelet']",weekend,"coral top with denim bottom, Bodycon dress with geometric pattern"
720,coral,denim,Bodycon,plain,medium,apple,silk,"['necklace', 'bracelet']",casual,"coral top with denim bottom, Bodycon dress with plain pattern"
721,blue,white,Sheath,bold,medium,rectangle,linen,"['necklace', 'bracelet']",office,"blue top with white bottom, Sheath dress with bold pattern"
722,blue,white,Sheath,stripes,medium,rectangle,linen,"['necklace', 'bracelet']",formal,"blue top with white bottom, Sheath dress with stripes pattern"
723,blue,white,Sheath,floral,medium,rectangle,linen,"['necklace', 'bracelet']",party,"blue top with white bottom, Sheath dress with floral pattern"
724,blue,white,Shift,bold,medium,rectangle,linen,"['necklace', 'bracelet']",evening,"blue top with white bottom, Shift dress with bold pattern"
725,blue,white,Shift,stripes,medium,rectangle,linen,"['necklace', 'bracelet']",weekend,"blue top with white bottom, Shift dress with stripes pattern"
726,blue,white,Shift,floral,medium,rectangle,linen,"['necklace', 'bracelet']",casual,"blue top with white bottom, Shift dress with floral pattern"
727,blue,white,Ballgown,bold,medium,rectangle,silk,"['necklace', 'bracelet']",office,"blue top with white bottom, Ballgown dress with bold pattern"
728,blue,white,Ballgown,stripes,medium,rectangle,silk,"['necklace', 'bracelet']",formal,"blue top with white bottom, Ballgown dress with stripes pattern"
729,blue,white,Ballgown,floral,medium,rectangle,silk,"['necklace', 'bracelet']",party,"blue top with white bottom, Ballgown dress with floral pattern"
730,blue,black,Sheath,bold,medium,rectangle,linen,"['necklace', 'bracelet']",evening,"blue top with black bottom, Sheath dress with bold pattern"
731,blue,black,Sheath,stripes,medium,rectangle,linen,"['necklace', 'bracelet']",weekend,"blue top with black bottom, Sheath dress with stripes pattern"
732,blue,black,Sheath,floral,medium,rectangle,linen,"['necklace', 'bracelet']",casual,"blue top with black bottom, Sheath dress with floral pattern"
733,blue,black,Shift,bold,medium,rectangle,linen,"['necklace', 'bracelet']",office,"blue top with black bottom, Shift dress with bold pattern"
734,blue,black,Shift,stripes,medium,rectangle,linen,"['necklace', 'bracelet']",formal,"blue top with black bottom, Shift dress with stripes pattern"
735,blue,black,Shift,floral,medium,rectangle,linen,"['necklace', 'bracelet']",party,"blue top with black bottom, Shift dress with floral pattern"
736,blue,black,Ballgown,bold,medium,rectangle,silk,"['necklace', 'bracelet']",evening,"blue top with black bottom, Ballgown dress with bold pattern"
737,blue,black,Ballgown,stripes,medium,rectangle,silk,"['necklace', 'bracelet']",weekend,"blue top with black bottom, Ballgown dress with stripes pattern"
738,blue,black,Ballgown,floral,medium,rectangle,silk,"['necklace', 'bracelet']",casual,"blue top with black bottom, Ballgown dress with floral pattern"
739,beige,brown,Sheath,bold,medium,rectangle,linen,"['necklace', 'bracelet']",office,"beige top with brown bottom, Sheath dress with bold pattern"
740,beige,brown,Sheath,stripes,medium,rectangle,linen,"['necklace', 'bracelet']",formal,"beige top with brown bottom, Sheath dress with stripes pattern"
741,beige,brown,Sheath,floral,medium,rectangle,linen,"['necklace', 'bracelet']",party,"beige top with brown bottom, Sheath dress with floral pattern"
742,beige,brown,Shift,bold,medium,rectangle,linen,"['necklace', 'bracelet']",evening,"beige top with brown bottom, Shift dress with bold pattern"
743,beige,brown,Shift,stripes,medium,rectangle,linen,"['necklace', 'bracelet']",weekend,"beige top with brown bottom, Shift dress with stripes pattern"
744,beige,brown,Shift,floral,medium,rectangle,linen,"['necklace', 'bracelet']",casual,"beige top with brown bottom, Shift dress with floral pattern"
745,beige,brown,Ballgown,bold,medium,rectangle,silk,"['necklace', 'bracelet']",office,"beige top with brown bottom, Ballgown dress with bold pattern"
746,beige,brown,Ballgown,stripes,medium,rectangle,silk,"['necklace', 'bracelet']",formal,"beige top with brown bottom, Ballgown dress with stripes pattern"
747,beige,brown,Ballgown,floral,medium,rectangle,silk,"['necklace', 'bracelet']",party,"beige top with brown bottom, Ballgown dress with floral pattern"
748,beige,navy,Sheath,bold,medium,rectangle,linen,"['necklace', 'bracelet']",evening,"beige top with navy bottom, Sheath dress with bold pattern"
749,beige,navy,Sheath,stripes,medium,rectangle,linen,"['necklace', 'bracelet']",weekend,"beige top with navy bottom, Sheath dress with stripes pattern"
750,beige,navy,Sheath,floral,medium,rectangle,linen,"['necklace', 'bracelet']",casual,"beige top with navy bottom, Sheath dress with floral pattern"
751,beige,navy,Shift,bold,medium,rectangle,linen,"['necklace', 'bracelet']",office,"beige top with navy bottom, Shift dress with bold pattern"
752,beige,navy,Shift,stripes,medium,rectangle,linen,"['necklace', 'bracelet']",formal,"beige top with navy bottom, Shift dress with stripes pattern"
753,beige,navy,Shift,floral,medium,rectangle,linen,"['necklace', 'bracelet']",party,"beige top with navy bottom, Shift dress with floral pattern"
754,beige,navy,Ballgown,bold,medium,rectangle,silk,"['necklace', 'bracelet']",evening,"beige top with navy bottom, Ballgown dress with bold pattern"
755,beige,navy,Ballgown,stripes,medium,rectangle,silk,"['necklace', 'bracelet']",weekend,"beige top with navy bottom, Ballgown dress with stripes pattern"
756,beige,navy,Ballgown,floral,medium,rectangle,silk,"['necklace', 'bracelet']",casual,"beige top with navy bottom, Ballgown dress with floral pattern"
757,purple,black,Sheath,bold,medium,rectangle,linen,"['necklace', 'bracelet']",office,"purple top with black bottom, Sheath dress with bold pattern"
758,purple,black,Sheath,stripes,medium,rectangle,linen,"['necklace', 'bracelet']",formal,"purple top with black bottom, Sheath dress with stripes pattern"
759,purple,black,Sheath,floral,medium,rectangle,linen,"['necklace', 'bracelet']",party,"purple top with black bottom, Sheath dress with floral pattern"
760,purple,black,Shift,bold,medium,rectangle,linen,"['necklace', 'bracelet']",evening,"purple top with black bottom, Shift dress with bold pattern"
761,purple,black,Shift,stripes,medium,rectangle,linen,"['necklace', 'bracelet']",weekend,"purple top with black bottom, Shift dress with stripes pattern"
762,purple,black,Shift,floral,medium,rectangle,linen,"['necklace', 'bracelet']",casual,"purple top with black bottom, Shift dress with floral pattern"
763,purple,black,Ballgown,bold,medium,rectangle,silk,"['necklace', 'bracelet']",office,"purple top with black bottom, Ballgown dress with bold pattern"
764,purple,black,Ballgown,stripes,medium,rectangle,silk,"['necklace', 'bracelet']",formal,"purple top with black bottom, Ballgown dress with stripes pattern"
765,purple,black,Ballgown,floral,medium,rectangle,silk,"['necklace', 'bracelet']",party,"purple top with black bottom, Ballgown dress with floral pattern"
766,purple,grey,Sheath,bold,medium,rectangle,linen,"['necklace', 'bracelet']",evening,"purple top with grey bottom, Sheath dress with bold pattern"
767,purple,grey,Sheath,stripes,medium,rectangle,linen,"['necklace', 'bracelet']",weekend,"purple top with grey bottom, Sheath dress with stripes pattern"
768,purple,grey,Sheath,floral,medium,rectangle,linen,"['necklace', 'bracelet']",casual,"purple top with grey bottom, Sheath dress with floral pattern"
769,purple,grey,Shift,bold,medium,rectangle,linen,"['necklace', 'bracelet']",office,"purple top with grey bottom, Shift dress with bold pattern"
770,purple,grey,Shift,stripes,medium,rectangle,linen,"['necklace', 'bracelet']",formal,"purple top with grey bottom, Shift dress with stripes pattern"
771,purple,grey,Shift,floral,medium,rectangle,linen,"['necklace', 'bracelet']",party,"purple top with grey bottom, Shift dress with floral pattern"
772,purple,grey,Ballgown,bold,medium,rectangle,silk,"['necklace', 'bracelet']",evening,"purple top with grey bottom, Ballgown dress with bold pattern"
773,purple,grey,Ballgown,stripes,medium,rectangle,silk,"['necklace', 'bracelet']",weekend,"purple top with grey bottom, Ballgown dress with stripes pattern"
774,purple,grey,Ballgown,floral,medium,rectangle,silk,"['necklace', 'bracelet']",casual,"purple top with grey bottom, Ballgown dress with floral pattern"
775,lavender,white,Sheath,bold,medium,rectangle,linen,"['necklace', 'bracelet']",office,"lavender top with white bottom, Sheath dress with bold pattern"
776,lavender,white,Sheath,stripes,medium,rectangle,linen,"['necklace', 'bracelet']",formal,"lavender top with white bottom, Sheath dress with stripes pattern"
777,lavender,white,Sheath,floral,medium,rectangle,linen,"['necklace', 'bracelet']",party,"lavender top with white bottom, Sheath dress with floral pattern"
778,lavender,white,Shift,bold,medium,rectangle,linen,"['necklace', 'bracelet']",evening,"lavender top with white bottom, Shift dress with bold pattern"
779,lavender,white,Shift,stripes,medium,rectangle,linen,"['necklace', 'bracelet']",weekend,"lavender top with white bottom, Shift dress with stripes pattern"
780,lavender,white,Shift,floral,medium,rectangle,linen,"['necklace', 'bracelet']",casual,"lavender top with white bottom, Shift dress with floral pattern"
781,lavender,white,Ballgown,bold,medium,rectangle,silk,"['necklace', 'bracelet']",office,"lavender top with white bottom, Ballgown dress with bold pattern"
782,lavender,white,Ballgown,stripes,medium,rectangle,silk,"['necklace', 'bracelet']",formal,"lavender top with white bottom, Ballgown dress with stripes pattern"
783,lavender,white,Ballgown,floral,medium,rectangle,silk,"['necklace', 'bracelet']",party,"lavender top with white bottom, Ballgown dress with floral pattern"
784,lavender,beige,Sheath,bold,medium,rectangle,linen,"['necklace', 'bracelet']",evening,"lavender top with beige bottom, Sheath dress with bold pattern"
785,lavender,beige,Sheath,stripes,medium,rectangle,linen,"['necklace', 'bracelet']",weekend,"lavender top with beige bottom, Sheath dress with stripes pattern"
786,lavender,beige,Sheath,floral,medium,rectangle,linen,"['necklace', 'bracelet']",casual,"lavender top with beige bottom, Sheath dress with floral pattern"
787,lavender,beige,Shift,bold,medium,rectangle,linen,"['necklace', 'bracelet']",office,"lavender top with beige bottom, Shift dress with bold pattern"
788,lavender,beige,Shift,stripes,medium,rectangle,linen,"['necklace', 'bracelet']",formal,"lavender top with beige bottom, Shift dress with stripes pattern"
789,lavender,beige,Shift,floral,medium,rectangle,linen,"['necklace', 'bracelet']",party,"lavender top with beige bottom, Shift dress with floral pattern"
790,lavender,beige,Ballgown,bold,medium,rectangle,silk,"['necklace', 'bracelet']",evening,"lavender top with beige bottom, Ballgown dress with bold pattern"
791,lavender,beige,Ballgown,stripes,medium,rectangle,silk,"['necklace', 'bracelet']",weekend,"lavender top with beige bottom, Ballgown dress with stripes pattern"
792,lavender,beige,Ballgown,floral,medium,rectangle,silk,"['necklace', 'bracelet']",casual,"lavender top with beige bottom, Ballgown dress with floral pattern"
793,coral,white,Sheath,bold,medium,rectangle,linen,"['necklace', 'bracelet']",office,"coral top with white bottom, Sheath dress with bold pattern"
794,coral,white,Sheath,stripes,medium,rectangle,linen,"['necklace', 'bracelet']",formal,"coral top with white bottom, Sheath dress with stripes pattern"
795,coral,white,Sheath,floral,medium,rectangle,linen,"['necklace', 'bracelet']",party,"coral top with white bottom, Sheath dress with floral pattern"
796,coral,white,Shift,bold,medium,rectangle,linen,"['necklace', 'bracelet']",evening,"coral top with white bottom, Shift dress with bold pattern"
797,coral,white,Shift,stripes,medium,rectangle,linen,"['necklace', 'bracelet']",weekend,"coral top with white bottom, Shift dress with stripes pattern"
798,coral,white,Shift,floral,medium,rectangle,linen,"['necklace', 'bracelet']",casual,"coral top with white bottom, Shift dress with floral pattern"
799,coral,white,Ballgown,bold,medium,rectangle,silk,"['necklace', 'bracelet']",office,"coral top with white bottom, Ballgown dress with bold pattern"
800,coral,white,Ballgown,stripes,medium,rectangle,silk,"['necklace', 'bracelet']",formal,"coral top with white bottom, Ballgown dress with stripes pattern"
801,coral,white,Ballgown,floral,medium,rectangle,silk,"['necklace', 'bracelet']",party,"coral top with white bottom, Ballgown dress with floral pattern"
802,coral,denim,Sheath,bold,medium,rectangle,linen,"['necklace', 'bracelet']",evening,"coral top with denim bottom, Sheath dress with bold pattern"
803,coral,denim,Sheath,stripes,medium,rectangle,linen,"['necklace', 'bracelet']",weekend,"coral top with denim bottom, Sheath dress with stripes pattern"
804,coral,denim,Sheath,floral,medium,rectangle,linen,"['necklace', 'bracelet']",casual,"coral top with denim bottom, Sheath dress with floral pattern"
805,coral,denim,Shift,bold,medium,rectangle,linen,"['necklace', 'bracelet']",office,"coral top with denim bottom, Shift dress with bold pattern"
806,coral,denim,Shift,stripes,medium,rectangle,linen,"['necklace', 'bracelet']",formal,"coral top with denim bottom, Shift dress with stripes pattern"
807,coral,denim,Shift,floral,medium,rectangle,linen,"['necklace', 'bracelet']",party,"coral top with denim bottom, Shift dress with floral pattern"
808,coral,denim,Ballgown,bold,medium,rectangle,silk,"['necklace', 'bracelet']",evening,"coral top with denim bottom, Ballgown dress with bold pattern"
809,coral,denim,Ballgown,stripes,medium,rectangle,silk,"['necklace', 'bracelet']",weekend,"coral top with denim bottom, Ballgown dress with stripes pattern"
810,coral,denim,Ballgown,floral,medium,rectangle,silk,"['necklace', 'bracelet']",casual,"coral top with denim bottom, Ballgown dress with floral pattern"
811,blue,white,Mermaid,paisley,medium,inverted_triangle,silk,"['necklace', 'bracelet']",office,"blue top with white bottom, Mermaid dress with paisley pattern"
812,blue,white,Mermaid,floral,medium,inverted_triangle,silk,"['necklace', 'bracelet']",formal,"blue top with white bottom, Mermaid dress with floral pattern"
813,blue,white,Mermaid,polka dots,medium,inverted_triangle,silk,"['necklace', 'bracelet']",party,"blue top with white bottom, Mermaid dress with polka dots pattern"
814,blue,white,Maxi,paisley,medium,inverted_triangle,silk,"['necklace', 'bracelet']",evening,"blue top with white bottom, Maxi dress with paisley pattern"
815,blue,white,Maxi,floral,medium,inverted_triangle,silk,"['necklace', 'bracelet']",weekend,"blue top with white bottom, Maxi dress with floral pattern"
816,blue,white,Maxi,polka dots,medium,inverted_triangle,silk,"['necklace', 'bracelet']",casual,"blue top with white bottom, Maxi dress with polka dots pattern"
817,blue,white,Ballgown,paisley,medium,inverted_triangle,silk,"['necklace', 'bracelet']",office,"blue top with white bottom, Ballgown dress with paisley pattern"
818,blue,white,Ballgown,floral,medium,inverted_triangle,silk,"['necklace', 'bracelet']",formal,"blue top with white bottom, Ballgown dress with floral pattern"
819,blue,white,Ballgown,polka dots,medium,inverted_triangle,silk,"['necklace', 'bracelet']",party,"blue top with white bottom, Ballgown dress with polka dots pattern"
820,blue,black,Mermaid,paisley,medium,inverted_triangle,silk,"['necklace', 'bracelet']",evening,"blue top with black bottom, Mermaid dress with paisley pattern"
821,blue,black,Mermaid,floral,medium,inverted_triangle,silk,"['necklace', 'bracelet']",weekend,"blue top with black bottom, Mermaid dress with floral pattern"
822,blue,black,Mermaid,polka dots,medium,inverted_triangle,silk,"['necklace', 'bracelet']",casual,"blue top with black bottom, Mermaid dress with polka dots pattern"
823,blue,black,Maxi,paisley,medium,inverted_triangle,silk,"['necklace', 'bracelet']",office,"blue top with black bottom, Maxi dress with paisley pattern"
824,blue,black,Maxi,floral,medium,inverted_triangle,silk,"['necklace', 'bracelet']",formal,"blue top with black bottom, Maxi dress with floral pattern"
825,blue,black,Maxi,polka dots,medium,inverted_triangle,silk,"['necklace', 'bracelet']",party,"blue top with black bottom, Maxi dress with polka dots pattern"
826,blue,black,Ballgown,paisley,medium,inverted_triangle,silk,"['necklace', 'bracelet']",evening,"blue top with black bottom, Ballgown dress with paisley pattern"
827,blue,black,Ballgown,floral,medium,inverted_triangle,silk,"['necklace', 'bracelet']",weekend,"blue top with black bottom, Ballgown dress with floral pattern"
828,blue,black,Ballgown,polka dots,medium,inverted_triangle,silk,"['necklace', 'bracelet']",casual,"blue top with black bottom, Ballgown dress with polka dots pattern"
829,beige,brown,Mermaid,paisley,medium,inverted_triangle,silk,"['necklace', 'bracelet']",office,"beige top with brown bottom, Mermaid dress with paisley pattern"
830,beige,brown,Mermaid,floral,medium,inverted_triangle,silk,"['necklace', 'bracelet']",formal,"beige top with brown bottom, Mermaid dress with floral pattern"
831,beige,brown,Mermaid,polka dots,medium,inverted_triangle,silk,"['necklace', 'bracelet']",party,"beige top with brown bottom, Mermaid dress with polka dots pattern"
832,beige,brown,Maxi,paisley,medium,inverted_triangle,silk,"['necklace', 'bracelet']",evening,"beige top with brown bottom, Maxi dress with paisley pattern"
833,beige,brown,Maxi,floral,medium,inverted_triangle,silk,"['necklace', 'bracelet']",weekend,"beige top with brown bottom, Maxi dress with floral pattern"
834,beige,brown,Maxi,polka dots,medium,inverted_triangle,silk,"['necklace', 'bracelet']",casual,"beige top with brown bottom, Maxi dress with polka dots pattern"
835,beige,brown,Ballgown,paisley,medium,inverted_triangle,silk,"['necklace', 'bracelet']",office,"beige top with brown bottom, Ballgown dress with paisley pattern"
836,beige,brown,Ballgown,floral,medium,inverted_triangle,silk,"['necklace', 'bracelet']",formal,"beige top with brown bottom, Ballgown dress with floral pattern"
837,beige,brown,Ballgown,polka dots,medium,inverted_triangle,silk,"['necklace', 'bracelet']",party,"beige top with brown bottom, Ballgown dress with polka dots pattern"
838,beige,navy,Mermaid,paisley,medium,inverted_triangle,silk,"['necklace', 'bracelet']",evening,"beige top with navy bottom, Mermaid dress with paisley pattern"
839,beige,navy,Mermaid,floral,medium,inverted_triangle,silk,"['necklace', 'bracelet']",weekend,"beige top with navy bottom, Mermaid dress with floral pattern"
840,beige,navy,Mermaid,polka dots,medium,inverted_triangle,silk,"['necklace', 'bracelet']",casual,"beige top with navy bottom, Mermaid dress with polka dots pattern"
841,beige,navy,Maxi,paisley,medium,inverted_triangle,silk,"['necklace', 'bracelet']",office,"beige top with navy bottom, Maxi dress with paisley pattern"
842,beige,navy,Maxi,floral,medium,inverted_triangle,silk,"['necklace', 'bracelet']",formal,"beige top with navy bottom, Maxi dress with floral pattern"
843,beige,navy,Maxi,polka dots,medium,inverted_triangle,silk,"['necklace', 'bracelet']",party,"beige top with navy bottom, Maxi dress with polka dots pattern"
844,beige,navy,Ballgown,paisley,medium,inverted_triangle,silk,"['necklace', 'bracelet']",evening,"beige top with navy bottom, Ballgown dress with paisley pattern"
845,beige,navy,Ballgown,floral,medium,inverted_triangle,silk,"['necklace', 'bracelet']",weekend,"beige top with navy bottom, Ballgown dress with floral pattern"
846,beige,navy,Ballgown,polka dots,medium,inverted_triangle,silk,"['necklace', 'bracelet']",casual,"beige top with navy bottom, Ballgown dress with polka dots pattern"
847,purple,black,Mermaid,paisley,medium,inverted_triangle,silk,"['necklace', 'bracelet']",office,"purple top with black bottom, Mermaid dress with paisley pattern"
848,purple,black,Mermaid,floral,medium,inverted_triangle,silk,"['necklace', 'bracelet']",formal,"purple top with black bottom, Mermaid dress with floral pattern"
849,purple,black,Mermaid,polka dots,medium,inverted_triangle,silk,"['necklace', 'bracelet']",party,"purple top with black bottom, Mermaid dress with polka dots pattern"
850,purple,black,Maxi,paisley,medium,inverted_triangle,silk,"['necklace', 'bracelet']",evening,"purple top with black bottom, Maxi dress with paisley pattern"
851,purple,black,Maxi,floral,medium,inverted_triangle,silk,"['necklace', 'bracelet']",weekend,"purple top with black bottom, Maxi dress with floral pattern"
852,purple,black,Maxi,polka dots,medium,inverted_triangle,silk,"['necklace', 'bracelet']",casual,"purple top with black bottom, Maxi dress with polka dots pattern"
853,purple,black,Ballgown,paisley,medium,inverted_triangle,silk,"['necklace', 'bracelet']",office,"purple top with black bottom, Ballgown dress with paisley pattern"
854,purple,black,Ballgown,floral,medium,inverted_triangle,silk,"['necklace', 'bracelet']",formal,"purple top with black bottom, Ballgown dress with floral pattern"
855,purple,black,Ballgown,polka dots,medium,inverted_triangle,silk,"['necklace', 'bracelet']",party,"purple top with black bottom, Ballgown dress with polka dots pattern"
